molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
674485,CHEMBL1200534,4,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,JXRAXHBVZQZSIC-JKVLGAQCSA-N,498.58,535.04,2.58,7,2,114.4,11,0,2,36,0.45,-0.15,0,1,N,1,0,0
674489,CHEMBL1200538,4,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,AKUJBENLRBOFTD-QZIXMDIESA-N,434.5,434.5,2.47,6,2,100.9,3,0,0,31,0.66,2,0,1,N,0,1,0
674490,CHEMBL1200539,4,O=C([O-])[O-].[Ca+2],VTYYLEPIZMXCLO-UHFFFAOYSA-L,100.09,100.09,,,,,,,,,,,0,0,,1,0,0
674492,CHEMBL1200541,4,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],DXUUXWKFVDVHIK-UHFFFAOYSA-N,537.58,608.48,4.64,2,2,58.2,14,1,2,36,0.27,-0.5,0,0,N,1,0,0
674493,CHEMBL1200542,4,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VPGRYOFKCNULNK-ACXQXYJUSA-N,372.51,372.51,4.27,4,0,60.44,3,0,0,27,0.69,1.96,1,0,N,0,1,0
674494,CHEMBL1200543,4,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,FLQCEKVTYABVSH-UHFFFAOYSA-N,352.48,450.47,3.41,4,1,55.56,6,0,2,26,0.64,-0.66,0,0,N,0,1,0
674495,CHEMBL1200544,4,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O,AVGYWQBCYZHHPN-CYJZLJNKSA-N,347.4,365.41,0.44,5,3,112.73,4,0,1,24,0.68,0.27,0,0,N,1,0,0
674496,CHEMBL1200545,4,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,494.53,494.53,2.99,7,1,106.97,4,0,0,35,0.6,1.8,0,0,N,0,0,1
674500,CHEMBL1200549,4,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],LVQTUXZKLGXYIU-GWSNJHLMSA-M,597.91,677.81,6.91,5,0,55.84,7,2,0,43,0.18,1.48,1,0,N,0,1,0
674501,CHEMBL1200550,4,O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,DUIGUKRYYAGJAF-UHFFFAOYSA-N,265.36,363.35,2.69,3,1,27.63,5,0,2,20,0.9,-0.67,0,0,N,0,0,1
674510,CHEMBL1200559,4,CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,90.08,90.08,-0.55,2,2,57.53,1,0,0,6,0.45,0.53,1,0,Y,0,1,1
674511,CHEMBL1200560,4,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,MCSPBPXATWBACD-GAYQJXMFSA-N,231.09,291.14,1.81,2,3,74.26,2,0,1,14,0.41,-1.54,0,0,N,1,0,0
674512,CHEMBL1200561,4,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,VJECBOKJABCYMF-UHFFFAOYSA-N,451.48,547.59,1.72,9,1,112.27,4,0,3,33,0.63,-0.79,0,0,N,1,0,0
674513,CHEMBL1200562,4,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FZCHYNWYXKICIO-FZNHGJLXSA-N,446.58,446.58,3.52,6,2,100.9,6,0,0,32,0.61,2.05,1,1,N,0,0,1
674514,CHEMBL1200563,4,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],GPUADMRJQVPIAS-QCVDVZFFSA-M,459.56,481.54,4.88,5,3,99.88,11,0,2,33,0.44,0.33,0,0,N,1,0,0
674520,CHEMBL1200569,4,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,RCQXSQPPHJPGOF-UHFFFAOYSA-N,194.19,386.32,-1.03,6,0,61.82,0,0,2,14,0.54,-1.09,0,0,N,1,1,0
674521,CHEMBL1200570,4,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,MBBZMMPHUWSWHV-BDVNFPICSA-N,195.22,195.22,-3.36,6,6,113.18,6,1,0,13,0.26,1.53,1,0,N,0,1,0
674528,CHEMBL1200577,4,NCCS.O=C(O)[C@H](O)[C@@H](O)C(=O)O,NSKJTUFFDRENDM-ZVGUSBNCSA-N,77.15,227.24,-0.13,2,2,26.02,1,0,0,4,0.42,0.18,0,0,Y,1,0,0
674529,CHEMBL1200578,4,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],AIJQWRAOMFRHTQ-UHFFFAOYSA-M,255.23,277.22,,,,,,,,,,,1,0,,1,0,0
674531,CHEMBL1200580,4,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+],AZBNFLZFSZDPQF-UHFFFAOYSA-L,404.49,448.45,1.7,6,4,132.8,8,0,2,25,0.49,-0.74,0,0,N,1,0,0
674532,CHEMBL1200581,4,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],ZEYOIOAKZLALAP-UHFFFAOYSA-M,613.91,635.9,3.12,3,3,95.5,3,1,1,20,0.46,-0.22,0,0,N,1,1,1
674533,CHEMBL1200582,4,Cl.NCC(=O)CCC(=O)O,ZLHFONARZHCSET-UHFFFAOYSA-N,131.13,167.59,-0.62,3,2,80.39,4,0,0,9,0.53,0.68,0,1,N,1,0,1
674535,CHEMBL1200584,4,Nc1ccc(C(=O)[O-])c(O)c1.[K+],PRZJIMSXCLZGLT-UHFFFAOYSA-M,153.14,191.23,0.67,3,3,83.55,1,0,1,11,0.52,0.24,0,0,N,1,0,0
674536,CHEMBL1200585,4,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,ICMWWNHDUZJFDW-DHODBPELSA-N,332.48,332.48,4.4,3,2,57.53,0,0,0,24,0.51,1.97,1,0,N,1,0,0
674537,CHEMBL1200586,4,CCCNC(C)C(=O)Nc1ccccc1C.Cl,BJPJNTKRKALCPP-UHFFFAOYSA-N,220.32,256.78,2.32,2,2,41.13,5,0,1,16,0.8,-1.49,0,0,N,0,1,0
674539,CHEMBL1200588,4,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,AUODDLQVRAJAJM-XJQDNNTCSA-N,424.99,461.45,0.39,7,4,102.26,7,0,0,27,0.44,0.6,1,0,N,1,0,0
674543,CHEMBL1200592,4,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VVOIQBFMTVCINR-WWMZEODYSA-N,414.59,414.59,5.29,4,0,60.44,3,1,0,30,0.59,1.53,1,0,N,0,1,0
674546,CHEMBL1200595,4,CC(C)(N)Cc1ccc(Cl)cc1.Cl,WEJDYJKJPUPMLH-UHFFFAOYSA-N,183.68,220.14,2.62,1,1,26.02,2,0,1,12,0.75,-0.34,0,0,Y,1,0,0
674547,CHEMBL1200596,4,Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N,214.05,214.05,3.25,2,1,33.12,0,0,2,13,0.73,-0.86,1,0,N,0,0,1
674548,CHEMBL1200597,4,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,LMWQQUMMGGIGJQ-UHFFFAOYSA-N,276.42,312.89,3.75,2,1,32.34,7,0,1,20,0.82,-1.39,0,0,N,0,1,0
674549,CHEMBL1200598,4,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,NLORYLAYLIXTID-ISLYRVAYSA-N,428.31,428.31,4.36,4,4,133.52,8,0,2,28,0.36,0.27,0,1,N,1,1,0
674550,CHEMBL1200599,4,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,VMIZTXDGZPTKIK-UHFFFAOYSA-N,424.54,461,5,3,1,64.33,7,1,3,32,0.58,-0.41,0,0,N,1,0,0
674551,CHEMBL1200600,4,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FAOZLTXFLGPHNG-KNAQIMQKSA-N,376.47,376.47,2.92,4,2,74.6,1,0,0,27,0.74,2.12,0,0,N,0,0,1
674552,CHEMBL1200601,4,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,AWEZYKMQFAUBTD-UHFFFAOYSA-N,335.47,371.93,2.07,3,2,65.2,5,0,2,23,0.88,-0.93,0,0,N,1,0,0
674555,CHEMBL1200604,4,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,BGDKAVGWHJFAGW-UHFFFAOYSA-N,284.36,284.36,2.21,3,1,53.43,6,0,2,21,0.88,-0.87,1,0,N,0,0,1
674557,CHEMBL1200606,4,Cc1cccc(C)c1OCC(C)N.Cl,NFEIBWMZVIVJLQ-UHFFFAOYSA-N,179.26,215.72,2.03,2,1,35.25,3,0,1,13,0.77,-0.42,0,0,Y,1,0,0
674558,CHEMBL1200607,4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,338.04,338.04,4.65,0,0,0,3,0,0,20,0.66,-0.36,0,0,N,0,1,0
674560,CHEMBL1200609,4,CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,SHIJTGJXUHTGGZ-RVXRQPKJSA-N,329.37,425.48,3.33,4,1,39.72,4,0,2,24,0.93,-0.12,0,0,N,1,0,0
674561,CHEMBL1200610,4,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,GPYKKBAAPVOCIW-HSASPSRMSA-N,349.77,367.79,0.71,4,3,112.73,4,0,1,24,0.69,0.23,0,0,N,1,0,0
674563,CHEMBL1200612,4,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,IVHBBMHQKZBJEU-UHFFFAOYSA-N,343.47,379.93,3.49,4,1,54.46,10,0,2,25,0.67,-1.53,0,0,N,0,1,0
674564,CHEMBL1200613,4,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],QGUALMNFRILWRA-UHFFFAOYSA-M,257.29,279.27,2.19,3,1,59.3,4,0,2,19,0.85,-0.6,1,0,N,1,0,0
674565,CHEMBL1200614,4,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,AMDBBAQNWSUWGN-UHFFFAOYSA-N,807.11,807.11,-2.02,9,8,199.89,12,2,1,33,0.11,-0.4,1,0,N,0,1,0
674567,CHEMBL1200616,4,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],CPIWHAFLBZQYLQ-UHFFFAOYSA-N,295.73,317.71,-0.06,5,2,118.69,1,0,1,17,0.75,-1.25,0,0,N,0,1,0
674568,CHEMBL1200617,4,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,QTTRZHGPGKRAFB-OOKHYKNYSA-N,370.53,370.53,4.5,3,1,54.37,2,0,0,27,0.78,2.3,1,0,N,0,0,1
674569,CHEMBL1200618,4,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,RRJFVPUCXDGFJB-UHFFFAOYSA-N,501.67,538.13,5.51,4,3,81,10,2,3,37,0.34,-0.33,0,0,N,1,0,0
674572,CHEMBL1200621,4,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,JIYMVSQRGZEYAX-CWUUNJJBSA-N,389.39,485.49,0.97,8,2,123.04,5,0,2,28,0.73,-0.47,0,0,N,1,0,0
674573,CHEMBL1200622,4,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,BPKAHTKRCLCHEA-UBFJEZKGSA-N,416.65,416.65,5.56,3,3,60.69,5,1,0,30,0.51,2.17,1,0,N,1,1,0
674574,CHEMBL1200623,4,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,AOXRBFRFYPMWLR-XGXHKTLJSA-N,288.48,288.48,5.09,1,1,20.23,1,1,0,21,0.67,2.11,1,0,N,1,0,0
674575,CHEMBL1200624,4,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,ONKUMRGIYFNPJW-KIEAKMPYSA-N,384.52,384.52,4.43,4,0,52.6,2,0,0,28,0.4,2.06,1,1,N,1,0,0
674578,CHEMBL1200627,4,O=C1CCO1,VEZXCJBBBCKRPI-UHFFFAOYSA-N,72.06,72.06,-0.07,2,0,26.3,0,0,0,5,0.37,0.96,1,0,Y,0,0,0
674579,CHEMBL1200628,4,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl,LCTORFDMHNKUSG-XTTLPDOESA-N,1449.27,1485.73,,,,,,,,,,,0,0,,1,1,0
674580,CHEMBL1200629,4,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],VEPSYABRBFXYIB-PWXDFCLTSA-M,557.84,637.74,5.97,5,0,55.84,4,2,0,40,0.32,1.54,1,0,N,0,1,0
674581,CHEMBL1200630,4,Cl.N[C@@H](CS)C(=O)O,IFQSXNOEEPCSLW-DKWTVANSSA-N,121.16,157.62,-0.67,3,3,63.32,2,0,0,7,0.42,1.14,0,0,N,0,1,0
674583,CHEMBL1200632,4,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl,GTNDZRUWKHDICY-DJHAJVGHSA-N,663.41,699.87,6.42,8,3,108.33,22,2,0,44,0.07,0.65,0,1,N,1,0,0
674586,CHEMBL1200635,4,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,AKQNAIYKSALPKV-OYHXESGYSA-N,475.63,512.09,2.67,7,2,104.14,7,0,0,34,0.55,1.25,0,0,N,0,0,1
674587,CHEMBL1200636,4,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,VXEAYBOGHINOKW-UHFFFAOYSA-N,275.4,311.86,4.55,1,0,3.24,3,0,2,21,0.68,0.07,0,0,N,1,0,0
674589,CHEMBL1200638,4,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,SRGKFVAASLQVBO-DASCVMRKSA-N,319.25,435.32,3.93,2,0,16.13,5,0,2,19,0.83,-1.24,0,0,N,1,0,0
674592,CHEMBL1200641,4,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-DONVQRBFSA-L,929.16,1243.5,8.07,12,0,126.44,24,3,4,67,0.04,0.36,0,0,N,0,1,0
674596,CHEMBL1200645,4,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,LIQODXNTTZAGID-OCBXBXKTSA-N,668.54,668.54,1.1,14,4,207.36,7,2,2,46,0.24,1.88,1,1,N,0,1,0
674599,CHEMBL1200648,4,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],OYTJKRAYGYRUJK-FMCCZJBLSA-M,529.79,609.69,4.41,5,1,59,5,1,0,38,0.32,1.53,1,0,N,0,1,0
674600,CHEMBL1200649,4,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,WTHRRGMBUAHGNI-LCYNINFDSA-N,1022.24,1022.24,,,,,,,,,,,1,0,,0,1,0
674605,CHEMBL1200654,4,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,PRGUDWLMFLCODA-UHFFFAOYSA-N,308.42,344.88,2.95,5,1,64.79,10,0,1,22,0.41,-0.84,0,0,N,0,0,1
674607,CHEMBL1200656,4,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,NCXMLFZGDNKEPB-FFPOYIOWSA-N,665.73,665.73,0.12,13,7,230.99,3,3,0,47,0.16,2.38,1,0,N,0,0,1
674610,CHEMBL1200659,4,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,OYFJQPXVCSSHAI-QFPUQLAESA-N,376.45,492.53,1.6,5,2,95.94,9,0,1,27,0.64,-0.29,0,1,N,1,0,0
674611,CHEMBL1200660,4,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,KLDXJTOLSGUMSJ-JGWLITMVSA-N,146.14,146.14,-1.49,4,2,58.92,0,0,0,10,0.44,1.16,1,0,N,1,0,0
674612,CHEMBL1200661,4,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,XXUPXHKCPIKWLR-JHUOEJJVSA-N,424.62,424.62,5.12,5,2,83.83,16,1,0,30,0.2,1.24,1,1,N,0,0,1
674615,CHEMBL1200664,4,CC(O)C(=O)[O-].[K+],PHZLMBHDXVLRIX-UHFFFAOYSA-M,128.17,128.17,,,,,,,,,,,1,0,,0,1,0
674616,CHEMBL1200665,4,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,SHTAFWKOISOCBI-UHFFFAOYSA-N,452.6,489.06,5.48,4,0,53.33,8,1,3,34,0.42,-0.6,0,0,N,1,0,0
674617,CHEMBL1200666,4,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,LWQQLNNNIPYSNX-UROSTWAQSA-N,412.61,412.61,5.09,3,3,60.69,5,1,0,30,0.55,2.68,1,0,N,0,0,1
674618,CHEMBL1200667,3,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,PYTMYKVIJXPNBD-BTKVJIOYSA-N,405.97,598.09,6.56,2,0,12.47,9,1,3,29,0.37,-0.67,0,1,N,0,0,0
674623,CHEMBL1200672,4,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1.[Na+],RIWWMGQFMUUYIY-ALLHVENQSA-M,612.65,634.63,0.33,13,5,212.76,9,2,3,42,0.16,-0.99,1,0,N,0,1,0
674626,CHEMBL1200675,4,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,IWEQQRMGNVVKQW-OQKDUQJOSA-N,405.97,598.09,6.22,2,0,12.47,9,1,3,29,0.31,-0.44,0,0,N,1,0,0
674629,CHEMBL1200678,4,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,DQSGVVGOPRWTKI-QVFAWCHISA-N,704.87,802.95,4.21,9,5,171.22,14,1,3,51,0.15,-0.15,0,0,N,1,0,0
674632,CHEMBL1200681,4,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],LBFBRXGCXUHRJY-HKHDRNBDSA-M,586.2,608.18,8.95,4,2,70.42,12,2,4,41,0.17,-0.21,1,0,N,1,0,0
674633,CHEMBL1200682,4,O=C([O-])CCCO.[Na+],XYGBKMMCQDZQOZ-UHFFFAOYSA-M,104.11,126.09,-0.16,2,2,57.53,3,0,0,7,0.52,1.11,1,0,Y,1,0,0
674637,CHEMBL1200686,4,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,KASDHRXLYQOAKZ-XDSKOBMDSA-N,810.47,810.47,5.72,11,2,158.13,6,3,0,56,0.15,1.33,1,0,N,0,0,1
674639,CHEMBL1200688,4,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,NSYZCCDSJNWWJL-YXOIYICCSA-N,862.06,862.06,2.68,17,4,226.28,12,2,0,60,0.16,1.63,1,1,N,1,0,0
674640,CHEMBL1200689,4,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,30.01,30.01,-0.45,1,0,39.37,0,0,0,2,0.36,-0.58,1,0,Y,0,0,1
674642,CHEMBL1200691,4,CC(=O)[O-].CC(=O)[O-].[Mg+2],UEGPKNKPLBYCNK-UHFFFAOYSA-L,142.39,142.39,,,,,,,,,,,0,0,,0,1,0
674643,CHEMBL1200692,4,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,UQGKUQLKSCSZGY-UHFFFAOYSA-N,558.6,558.6,4.17,11,2,162.16,10,2,5,41,0.24,-0.85,1,1,N,1,0,0
674645,CHEMBL1200694,4,FCOC(C(F)(F)F)C(F)(F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,200.05,200.05,2.42,1,0,9.23,2,0,0,12,0.62,-0.4,0,0,Y,0,0,1
674646,CHEMBL1200695,4,CC(N)C(O)c1ccccc1.Cl,DYWNLSQWJMTVGJ-UHFFFAOYSA-N,151.21,187.67,1.07,2,2,46.25,2,0,1,11,0.66,0.57,0,0,Y,1,0,0
674650,CHEMBL1200699,4,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,XQTWDDCIUJNLTR-CVHRZJFOSA-N,444.44,462.46,-0.35,9,6,181.62,2,1,1,32,0.33,1.81,0,0,N,1,0,0
674652,CHEMBL1200701,4,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],SIGZQNJITOWQEF-VICXVTCVSA-M,470.33,510.33,3.2,6,2,112.74,4,0,2,30,0.66,-0.31,1,0,N,1,0,0
674654,CHEMBL1200703,4,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,DMLFJMQTNDSRFU-UHFFFAOYSA-N,299.76,336.22,2.95,3,1,50.46,1,0,2,21,0.65,-0.4,0,0,Y,1,1,0
674656,CHEMBL1200705,4,Br.CC(N)Cc1ccc(O)cc1,RZCJLMTXBMNRAD-UHFFFAOYSA-N,151.21,232.12,1.28,2,2,46.25,2,0,1,11,0.67,0.58,0,0,Y,0,0,1
674658,CHEMBL1200707,4,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O.Cl,KZLNXGBVFTWMPS-UHFFFAOYSA-N,404.51,440.97,2.42,6,0,68.31,6,0,1,29,0.68,0.57,0,0,N,0,1,1
674661,CHEMBL1200710,4,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,WIMWMKZEIBHDTH-UHFFFAOYSA-N,314.86,351.32,4.53,2,0,6.48,4,0,2,22,0.82,-1.09,0,0,N,1,0,0
674662,CHEMBL1200711,4,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,DTMGIJFHGGCSLO-FIAQIACWSA-N,687.06,687.06,,,,,,,,,,,0,0,,1,0,0
